EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-04-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : wind speed in 0.1 m/s
23-27 Q_FG : Quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NORWAY, JAN MAYEN (STAID: 189).
Blended and updated with sources: 114682 901001 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
114682,20010127,   91,    0
114682,20010128,   58,    0
114682,20010129,   28,    0
114682,20010130,   36,    0
114682,20010131,   39,    0
114682,20010201,   93,    0
114682,20010202,  129,    0
114682,20010203,   96,    0
114682,20010204,   41,    0
114682,20010205,   46,    0
114682,20010206,  134,    0
114682,20010207,  144,    0
114682,20010208,  123,    0
114682,20010209,   67,    0
114682,20010210,   77,    0
114682,20010211,   63,    0
114682,20010212,  135,    0
114682,20010213,  106,    0
114682,20010214,   60,    0
114682,20010215,   75,    0
114682,20010216,  144,    0
114682,20010217,  101,    0
114682,20010218,   55,    0
114682,20010219,  167,    0
114682,20010220,   60,    0
114682,20010221,   86,    0
114682,20010222,  144,    0
114682,20010223,  121,    0
114682,20010224,  119,    0
114682,20010225,  156,    0
114682,20010226,   72,    0
114682,20010227,  144,    0
114682,20010228,  188,    0
114682,20010301,  115,    0
114682,20010302,  144,    0
114682,20010303,  108,    0
114682,20010304,  129,    0
114682,20010305,   70,    0
114682,20010306,   70,    0
114682,20010307,  148,    0
114682,20010308,   96,    0
114682,20010309,  106,    0
114682,20010310,   91,    0
114682,20010311,   65,    0
114682,20010312,   32,    0
114682,20010313,   69,    0
114682,20010314,   33,    0
114682,20010315,   21,    0
114682,20010316,   91,    0
114682,20010317,   17,    0
114682,20010318,   55,    0
114682,20010319,  130,    0
114682,20010320,  160,    0
114682,20010321,  165,    0
114682,20010322,  144,    0
114682,20010323,   86,    0
114682,20010324,   72,    0
114682,20010325,  124,    0
114682,20010326,   67,    0
114682,20010327,  103,    0
114682,20010328,  154,    0
114682,20010329,  118,    0
114682,20010330,  101,    0
114682,20010331,   97,    0
114682,20010401,   87,    0
114682,20010402,   70,    0
114682,20010403,  101,    0
114682,20010404,   50,    0
114682,20010405,   31,    0
114682,20010406,   17,    0
114682,20010407,   62,    0
114682,20010408,   55,    0
114682,20010409,  118,    0
114682,20010410,   99,    0
114682,20010411,   63,    0
114682,20010412,   62,    0
114682,20010413,   17,    0
114682,20010414,  164,    0
114682,20010415,  110,    0
114682,20010416,  129,    0
114682,20010417,  122,    0
114682,20010418,   31,    0
114682,20010419,   12,    0
114682,20010420,   99,    0
114682,20010421,  103,    0
114682,20010422,  111,    0
114682,20010423,   31,    0
114682,20010424,   17,    0
114682,20010425,    0,    0
114682,20010426,   43,    0
114682,20010427,   14,    0
114682,20010428,  140,    0
114682,20010429,   85,    0
114682,20010430,   74,    0
114682,20010501,   19,    0
114682,20010502,   89,    0
114682,20010503,  128,    0
114682,20010504,   41,    0
114682,20010505,   20,    0
114682,20010506,   24,    0
114682,20010507,   43,    0
114682,20010508,   70,    0
114682,20010509,   12,    0
114682,20010510,   28,    0
114682,20010511,   65,    0
114682,20010512,  129,    0
114682,20010513,   46,    0
114682,20010514,   34,    0
114682,20010515,  101,    0
114682,20010516,   74,    0
114682,20010517,   74,    0
114682,20010518,   61,    0
114682,20010519,   85,    0
114682,20010520,   72,    0
114682,20010521,   67,    0
114682,20010522,   91,    0
114682,20010523,  125,    0
114682,20010524,   43,    0
114682,20010525,   29,    0
114682,20010526,   60,    0
114682,20010527,   34,    0
114682,20010528,   12,    0
114682,20010529,   10,    0
114682,20010530,   58,    0
114682,20010531,  104,    0
114682,20010601,   82,    0
114682,20010602,   12,    0
114682,20010603,   32,    0
114682,20010604,   43,    0
114682,20010605,  185,    0
114682,20010606,  115,    0
114682,20010607,   38,    0
114682,20010608,   41,    0
114682,20010609,   43,    0
114682,20010610,   21,    0
114682,20010611,   58,    0
114682,20010612,  110,    0
114682,20010613,  100,    0
114682,20010614,   43,    0
114682,20010615,   34,    0
114682,20010616,   41,    0
114682,20010617,   60,    0
114682,20010618,   50,    0
114682,20010619,   68,    0
114682,20010620,   36,    0
114682,20010621,   58,    0
114682,20010622,   70,    0
114682,20010623,   22,    0
114682,20010624,   36,    0
114682,20010625,    7,    0
114682,20010626,   21,    0
114682,20010627,   17,    0
114682,20010628,   10,    0
114682,20010629,   26,    0
114682,20010630,   27,    0
114682,20010701,   21,    0
114682,20010702,   24,    0
114682,20010703,   55,    0
114682,20010704,   91,    0
114682,20010705,   48,    0
114682,20010706,   38,    0
114682,20010707,   24,    0
114682,20010708,   24,    0
114682,20010709,  101,    0
114682,20010710,   68,    0
114682,20010711,   93,    0
114682,20010712,  129,    0
114682,20010713,  108,    0
114682,20010714,   77,    0
114682,20010715,   45,    0
114682,20010716,   63,    0
114682,20010717,   38,    0
114682,20010718,   27,    0
114682,20010719,   51,    0
114682,20010720,   10,    0
114682,20010721,   41,    0
114682,20010722,   31,    0
114682,20010723,   58,    0
114682,20010724,   31,    0
114682,20010725,   70,    0
114682,20010726,   86,    0
114682,20010727,   57,    0
114682,20010728,   21,    0
114682,20010729,   46,    0
114682,20010730,   60,    0
114682,20010731,   55,    0
114682,20010801,   79,    0
114682,20010802,   31,    0
114682,20010803,   44,    0
114682,20010804,   10,    0
114682,20010805,   17,    0
114682,20010806,   15,    0
114682,20010807,  106,    0
114682,20010808,  141,    0
114682,20010809,   28,    0
114682,20010810,    5,    0
114682,20010811,   19,    0
114682,20010812,   27,    0
114682,20010813,    0,    0
114682,20010814,    0,    0
114682,20010815,    7,    0
114682,20010816,   12,    0
114682,20010817,   31,    0
114682,20010818,   14,    0
114682,20010819,    0,    0
114682,20010820,   50,    0
114682,20010821,   57,    0
114682,20010822,   87,    0
114682,20010823,   48,    0
114682,20010824,   33,    0
114682,20010825,   53,    0
114682,20010826,   12,    0
114682,20010827,  124,    0
114682,20010828,   56,    0
114682,20010829,   34,    0
114682,20010830,   43,    0
114682,20010831,   38,    0
114682,20010901,   22,    0
114682,20010902,   65,    0
114682,20010903,   39,    0
114682,20010904,   43,    0
114682,20010905,   70,    0
114682,20010906,    9,    0
114682,20010907,  106,    0
114682,20010908,  115,    0
114682,20010909,   38,    0
114682,20010910,   84,    0
114682,20010911,    0,    0
114682,20010912,  129,    0
114682,20010913,   77,    0
114682,20010914,   27,    0
114682,20010915,   52,    0
114682,20010916,   51,    0
114682,20010917,   67,    0
114682,20010918,   62,    0
114682,20010919,    0,    0
114682,20010920,   45,    0
114682,20010921,    0,    0
114682,20010922,   12,    0
114682,20010923,   46,    0
114682,20010924,   94,    0
114682,20010925,   82,    0
114682,20010926,   60,    0
114682,20010927,  103,    0
114682,20010928,   26,    0
114682,20010929,   24,    0
114682,20010930,   22,    0
114682,20011001,   97,    0
114682,20011002,   43,    0
114682,20011003,   28,    0
114682,20011004,   10,    0
114682,20011005,   43,    0
114682,20011006,   62,    0
114682,20011007,   76,    0
114682,20011008,   45,    0
114682,20011009,   82,    0
114682,20011010,   96,    0
114682,20011011,   40,    0
114682,20011012,   87,    0
114682,20011013,   58,    0
114682,20011014,   43,    0
114682,20011015,   38,    0
114682,20011016,  121,    0
114682,20011017,   19,    0
114682,20011018,   38,    0
114682,20011019,   60,    0
114682,20011020,   67,    0
114682,20011021,   39,    0
114682,20011022,    2,    0
114682,20011023,   86,    0
114682,20011024,   65,    0
114682,20011025,  122,    0
114682,20011026,   72,    0
114682,20011027,   76,    0
114682,20011028,   65,    0
114682,20011029,   39,    0
114682,20011030,  103,    0
114682,20011031,   84,    0
114682,20011101,   65,    0
114682,20011102,  116,    0
114682,20011103,  142,    0
114682,20011104,   94,    0
114682,20011105,   55,    0
114682,20011106,   62,    0
114682,20011107,   70,    0
114682,20011108,   91,    0
114682,20011109,   82,    0
114682,20011110,  151,    0
114682,20011111,  118,    0
114682,20011112,  101,    0
114682,20011113,   41,    0
114682,20011114,   98,    0
114682,20011115,   48,    0
114682,20011116,   87,    0
114682,20011117,   45,    0
114682,20011118,   29,    0
114682,20011119,   58,    0
114682,20011120,   98,    0
114682,20011121,   96,    0
114682,20011122,   72,    0
114682,20011123,   75,    0
114682,20011124,  108,    0
114682,20011125,  209,    0
114682,20011126,   67,    0
114682,20011127,   79,    0
114682,20011128,   99,    0
114682,20011129,   82,    0
114682,20011130,   86,    0
114682,20011201,  178,    0
114682,20011202,  103,    0
114682,20011203,  100,    0
114682,20011204,   94,    0
114682,20011205,  148,    0
114682,20011206,   89,    0
114682,20011207,   96,    0
114682,20011208,  146,    0
114682,20011209,   36,    0
114682,20011210,    5,    0
114682,20011211,   51,    0
114682,20011212,  144,    0
114682,20011213,   48,    0
114682,20011214,  148,    0
114682,20011215,  144,    0
114682,20011216,  113,    0
114682,20011217,   50,    0
114682,20011218,  105,    0
114682,20011219,   68,    0
114682,20011220,  122,    0
114682,20011221,   50,    0
114682,20011222,   38,    0
114682,20011223,  117,    0
114682,20011224,  137,    0
114682,20011225,  101,    0
114682,20011226,  141,    0
114682,20011227,  132,    0
114682,20011228,  188,    0
114682,20011229,  123,    0
114682,20011230,   56,    0
114682,20011231,   46,    0
114682,20020101,   65,    0
114682,20020102,   86,    0
114682,20020103,   68,    0
114682,20020104,   60,    0
114682,20020105,   43,    0
114682,20020106,   39,    0
114682,20020107,  156,    0
114682,20020108,  123,    0
114682,20020109,   92,    0
114682,20020110,   22,    0
114682,20020111,   53,    0
114682,20020112,   63,    0
114682,20020113,   99,    0
114682,20020114,   84,    0
114682,20020115,  130,    0
114682,20020116,   39,    0
114682,20020117,   63,    0
114682,20020118,   60,    0
114682,20020119,   76,    0
114682,20020120,  112,    0
114682,20020121,   82,    0
114682,20020122,   99,    0
114682,20020123,  105,    0
114682,20020124,  129,    0
114682,20020125,   94,    0
114682,20020126,   98,    0
114682,20020127,   63,    0
114682,20020128,  103,    0
114682,20020129,   39,    0
114682,20020130,   50,    0
114682,20020131,   60,    0
114682,20020201,   94,    0
114682,20020202,  134,    0
114682,20020203,  132,    0
114682,20020204,  127,    0
114682,20020205,   69,    0
114682,20020206,   19,    0
114682,20020207,   60,    0
114682,20020208,  103,    0
114682,20020209,  134,    0
114682,20020210,   98,    0
114682,20020211,   55,    0
114682,20020212,   43,    0
114682,20020213,   72,    0
114682,20020214,  120,    0
114682,20020215,   50,    0
114682,20020216,   80,    0
114682,20020217,   87,    0
114682,20020218,  123,    0
114682,20020219,   60,    0
114682,20020220,   50,    0
114682,20020221,   79,    0
114682,20020222,  154,    0
114682,20020223,  149,    0
114682,20020224,  144,    0
114682,20020225,   87,    0
114682,20020226,  122,    0
114682,20020227,  122,    0
114682,20020228,   31,    0
114682,20020301,  108,    0
114682,20020302,   86,    0
114682,20020303,   34,    0
114682,20020304,  151,    0
114682,20020305,  151,    0
114682,20020306,  125,    0
114682,20020307,   80,    0
114682,20020308,  100,    0
114682,20020309,  137,    0
114682,20020310,   51,    0
114682,20020311,   45,    0
114682,20020312,   53,    0
114682,20020313,   99,    0
114682,20020314,  111,    0
114682,20020315,   55,    0
114682,20020316,  130,    0
114682,20020317,  142,    0
114682,20020318,  122,    0
114682,20020319,   38,    0
114682,20020320,   38,    0
114682,20020321,   36,    0
114682,20020322,   45,    0
114682,20020323,    7,    0
114682,20020324,   89,    0
114682,20020325,   43,    0
114682,20020326,   51,    0
114682,20020327,   58,    0
114682,20020328,   65,    0
114682,20020329,   89,    0
114682,20020330,   51,    0
114682,20020331,   51,    0
114682,20020401,  129,    0
114682,20020402,   31,    0
114682,20020403,   26,    0
114682,20020404,   51,    0
114682,20020405,   96,    0
114682,20020406,   23,    0
114682,20020407,   84,    0
114682,20020408,   29,    0
114682,20020409,   92,    0
114682,20020410,  127,    0
114682,20020411,   72,    0
114682,20020412,   39,    0
114682,20020413,   93,    0
114682,20020414,   82,    0
114682,20020415,   34,    0
114682,20020416,   55,    0
114682,20020417,   29,    0
114682,20020418,   19,    0
114682,20020419,   50,    0
114682,20020420,   26,    0
114682,20020421,   29,    0
114682,20020422,   94,    0
114682,20020423,   76,    0
114682,20020424,   39,    0
114682,20020425,   21,    0
114682,20020426,  129,    0
114682,20020427,  122,    0
114682,20020428,  146,    0
114682,20020429,  160,    0
114682,20020430,   32,    0
114682,20020501,  117,    0
114682,20020502,  149,    0
114682,20020503,  127,    0
114682,20020504,   29,    0
114682,20020505,   27,    0
114682,20020506,   67,    0
114682,20020507,   79,    0
114682,20020508,   33,    0
114682,20020509,   51,    0
114682,20020510,   75,    0
114682,20020511,   65,    0
114682,20020512,  115,    0
114682,20020513,  149,    0
114682,20020514,  118,    0
114682,20020515,   45,    0
114682,20020516,   26,    0
114682,20020517,   65,    0
114682,20020518,   26,    0
114682,20020519,   24,    0
114682,20020520,   76,    0
114682,20020521,  135,    0
114682,20020522,   12,    0
114682,20020523,   51,    0
114682,20020524,   55,    0
114682,20020525,   34,    0
114682,20020526,   31,    0
114682,20020527,   29,    0
114682,20020528,   14,    0
114682,20020529,   27,    0
114682,20020530,   87,    0
114682,20020531,   39,    0
114682,20020601,   20,    0
114682,20020602,   45,    0
114682,20020603,   55,    0
114682,20020604,   29,    0
114682,20020605,   27,    0
114682,20020606,   46,    0
114682,20020607,   48,    0
114682,20020608,   33,    0
114682,20020609,   24,    0
114682,20020610,   38,    0
114682,20020611,   15,    0
114682,20020612,   43,    0
114682,20020613,   22,    0
114682,20020614,   15,    0
114682,20020615,   50,    0
114682,20020616,   39,    0
114682,20020617,   34,    0
114682,20020618,   91,    0
114682,20020619,   72,    0
114682,20020620,   69,    0
114682,20020621,   86,    0
114682,20020622,   50,    0
114682,20020623,   39,    0
114682,20020624,   39,    0
114682,20020625,   50,    0
114682,20020626,   26,    0
114682,20020627,   45,    0
114682,20020628,   24,    0
114682,20020629,   48,    0
114682,20020630,   29,    0
114682,20020701,   31,    0
114682,20020702,   55,    0
114682,20020703,   29,    0
114682,20020704,   36,    0
114682,20020705,   41,    0
114682,20020706,   17,    0
114682,20020707,   68,    0
114682,20020708,   55,    0
114682,20020709,   38,    0
114682,20020710,   29,    0
114682,20020711,   55,    0
114682,20020712,   29,    0
114682,20020713,   27,    0
114682,20020714,   41,    0
114682,20020715,   27,    0
114682,20020716,   22,    0
114682,20020717,   24,    0
114682,20020718,   22,    0
114682,20020719,   70,    0
114682,20020720,   50,    0
114682,20020721,   19,    0
114682,20020722,   53,    0
114682,20020723,   41,    0
114682,20020724,   20,    0
114682,20020725,   57,    0
114682,20020726,   94,    0
114682,20020727,   79,    0
114682,20020728,   53,    0
114682,20020729,   79,    0
114682,20020730,   32,    0
114682,20020731,   29,    0
114682,20020801,   14,    0
114682,20020802,   17,    0
114682,20020803,   19,    0
114682,20020804,   72,    0
114682,20020805,   48,    0
114682,20020806,   26,    0
114682,20020807,   22,    0
114682,20020808,   14,    0
114682,20020809,   48,    0
114682,20020810,   20,    0
114682,20020811,   60,    0
114682,20020812,   41,    0
114682,20020813,  100,    0
114682,20020814,   72,    0
114682,20020815,   34,    0
114682,20020816,   29,    0
114682,20020817,   51,    0
114682,20020818,   34,    0
114682,20020819,   34,    0
114682,20020820,   36,    0
114682,20020821,   51,    0
114682,20020822,   70,    0
114682,20020823,   27,    0
114682,20020824,   41,    0
114682,20020825,   74,    0
114682,20020826,   45,    0
114682,20020827,   39,    0
114682,20020828,   52,    0
114682,20020829,   96,    0
114682,20020830,   93,    0
114682,20020831,   55,    0
114682,20020901,   58,    0
114682,20020902,   84,    0
114682,20020903,   47,    0
114682,20020904,   39,    0
114682,20020905,   48,    0
114682,20020906,   70,    0
114682,20020907,   48,    0
114682,20020908,  106,    0
114682,20020909,   27,    0
114682,20020910,   17,    0
114682,20020911,   24,    0
114682,20020912,   69,    0
114682,20020913,   39,    0
114682,20020914,   68,    0
114682,20020915,   40,    0
114682,20020916,   51,    0
114682,20020917,   70,    0
114682,20020918,   29,    0
114682,20020919,   29,    0
114682,20020920,    7,    0
114682,20020921,   22,    0
114682,20020922,   38,    0
114682,20020923,   77,    0
114682,20020924,   60,    0
114682,20020925,   67,    0
114682,20020926,   79,    0
114682,20020927,   63,    0
114682,20020928,   74,    0
114682,20020929,   27,    0
114682,20020930,   29,    0
114682,20021001,   40,    0
114682,20021002,   48,    0
114682,20021003,   57,    0
114682,20021004,   36,    0
114682,20021005,   19,    0
114682,20021006,   46,    0
114682,20021007,   67,    0
114682,20021008,   86,    0
114682,20021009,   64,    0
114682,20021010,   70,    0
114682,20021011,   24,    0
114682,20021012,   48,    0
114682,20021013,   36,    0
114682,20021014,    8,    0
114682,20021015,   60,    0
114682,20021016,   77,    0
114682,20021017,   74,    0
114682,20021018,  139,    0
114682,20021019,  115,    0
114682,20021020,  113,    0
114682,20021021,  139,    0
114682,20021022,  109,    0
114682,20021023,   99,    0
114682,20021024,  105,    0
114682,20021025,  144,    0
114682,20021026,  122,    0
114682,20021027,  111,    0
114682,20021028,  111,    0
114682,20021029,   34,    0
114682,20021030,   84,    0
114682,20021031,   32,    0
114682,20021101,   45,    0
114682,20021102,   48,    0
114682,20021103,   43,    0
114682,20021104,   55,    0
114682,20021105,   63,    0
114682,20021106,   22,    0
114682,20021107,  125,    0
114682,20021108,   51,    0
114682,20021109,   34,    0
114682,20021110,   63,    0
114682,20021111,   21,    0
114682,20021112,   19,    0
114682,20021113,   26,    0
114682,20021114,  115,    0
114682,20021115,  124,    0
114682,20021116,  135,    0
114682,20021117,   43,    0
114682,20021118,   86,    0
114682,20021119,   62,    0
114682,20021120,   79,    0
114682,20021121,   65,    0
114682,20021122,   31,    0
114682,20021123,   48,    0
114682,20021124,   39,    0
114682,20021125,   43,    0
114682,20021126,   45,    0
114682,20021127,   15,    0
114682,20021128,   53,    0
114682,20021129,   48,    0
114682,20021130,   39,    0
114682,20021201,   33,    0
114682,20021202,   57,    0
114682,20021203,  117,    0
114682,20021204,  125,    0
114682,20021205,   55,    0
114682,20021206,   86,    0
114682,20021207,   41,    0
114682,20021208,   63,    0
114682,20021209,   21,    0
114682,20021210,   84,    0
114682,20021211,   89,    0
114682,20021212,   79,    0
114682,20021213,   82,    0
114682,20021214,   80,    0
114682,20021215,   82,    0
114682,20021216,   96,    0
114682,20021217,   72,    0
114682,20021218,  108,    0
114682,20021219,  103,    0
114682,20021220,   94,    0
114682,20021221,   39,    0
114682,20021222,   96,    0
114682,20021223,  106,    0
114682,20021224,   93,    0
114682,20021225,   52,    0
114682,20021226,   53,    0
114682,20021227,   77,    0
114682,20021228,   24,    0
114682,20021229,    7,    0
114682,20021230,   36,    0
114682,20021231,   87,    0
114682,20030101,   29,    0
114682,20030102,   96,    0
114682,20030103,   69,    0
114682,20030104,   74,    0
114682,20030105,   75,    0
114682,20030106,   32,    0
114682,20030107,   60,    0
114682,20030108,   33,    0
114682,20030109,   19,    0
114682,20030110,   99,    0
114682,20030111,   51,    0
114682,20030112,  112,    0
114682,20030113,   48,    0
114682,20030114,   45,    0
114682,20030115,  128,    0
114682,20030116,   98,    0
114682,20030117,  132,    0
114682,20030118,   84,    0
114682,20030119,   65,    0
114682,20030120,  113,    0
114682,20030121,  108,    0
114682,20030122,  116,    0
114682,20030123,   98,    0
114682,20030124,   72,    0
114682,20030125,   21,    0
114682,20030126,   45,    0
114682,20030127,   65,    0
114682,20030128,  144,    0
114682,20030129,  117,    0
114682,20030130,   75,    0
114682,20030131,   98,    0
114682,20030201,   67,    0
114682,20030202,  108,    0
114682,20030203,   94,    0
114682,20030204,   72,    0
114682,20030205,   37,    0
114682,20030206,  117,    0
114682,20030207,   56,    0
114682,20030208,  128,    0
114682,20030209,   99,    0
114682,20030210,   84,    0
114682,20030211,   96,    0
114682,20030212,   57,    0
114682,20030213,   33,    0
114682,20030214,   67,    0
114682,20030215,  144,    0
114682,20030216,   48,    0
114682,20030217,   75,    0
114682,20030218,  121,    0
114682,20030219,   38,    0
114682,20030220,   50,    0
114682,20030221,   67,    0
114682,20030222,  127,    0
114682,20030223,   38,    0
114682,20030224,   80,    0
114682,20030225,   38,    0
114682,20030226,   76,    0
114682,20030227,   32,    0
114682,20030228,   50,    0
114682,20030301,   29,    0
114682,20030302,   24,    0
114682,20030303,   24,    0
114682,20030304,   12,    0
114682,20030305,   39,    0
114682,20030306,  131,    0
114682,20030307,   99,    0
114682,20030308,   89,    0
114682,20030309,   72,    0
114682,20030310,   96,    0
114682,20030311,   89,    0
114682,20030312,   74,    0
114682,20030313,  124,    0
114682,20030314,   82,    0
114682,20030315,   15,    0
114682,20030316,   89,    0
114682,20030317,  106,    0
114682,20030318,   92,    0
114682,20030319,   53,    0
114682,20030320,   65,    0
114682,20030321,   93,    0
114682,20030322,   28,    0
114682,20030323,   40,    0
114682,20030324,   32,    0
114682,20030325,   98,    0
114682,20030326,   53,    0
114682,20030327,   96,    0
114682,20030328,   70,    0
114682,20030329,   98,    0
114682,20030330,   55,    0
114682,20030331,   91,    0
114682,20030401,  171,    0
114682,20030402,   89,    0
114682,20030403,   50,    0
114682,20030404,   89,    0
114682,20030405,   46,    0
114682,20030406,   36,    0
114682,20030407,   79,    0
114682,20030408,   88,    0
114682,20030409,   72,    0
114682,20030410,   19,    0
114682,20030411,   43,    0
114682,20030412,   15,    0
114682,20030413,   39,    0
114682,20030414,   41,    0
114682,20030415,  120,    0
114682,20030416,   52,    0
114682,20030417,   48,    0
114682,20030418,   21,    0
114682,20030419,   74,    0
114682,20030420,   87,    0
114682,20030421,   48,    0
114682,20030422,   22,    0
114682,20030423,   17,    0
114682,20030424,   58,    0
114682,20030425,   67,    0
114682,20030426,  103,    0
114682,20030427,   70,    0
114682,20030428,  108,    0
114682,20030429,   65,    0
114682,20030430,   81,    0
114682,20030501,  113,    0
114682,20030502,   82,    0
114682,20030503,  106,    0
114682,20030504,   57,    0
114682,20030505,   43,    0
114682,20030506,   55,    0
114682,20030507,   17,    0
114682,20030508,   39,    0
114682,20030509,   28,    0
114682,20030510,   47,    0
114682,20030511,   52,    0
114682,20030512,  127,    0
114682,20030513,   82,    0
114682,20030514,   33,    0
114682,20030515,   44,    0
114682,20030516,   27,    0
114682,20030517,   13,    0
114682,20030518,   53,    0
114682,20030519,   79,    0
114682,20030520,   81,    0
114682,20030521,   69,    0
114682,20030522,   46,    0
114682,20030523,   23,    0
114682,20030524,   14,    0
114682,20030525,   14,    0
114682,20030526,   10,    0
114682,20030527,   46,    0
114682,20030528,   46,    0
114682,20030529,  125,    0
114682,20030530,  113,    0
114682,20030531,   26,    0
114682,20030601,   46,    0
114682,20030602,   57,    0
114682,20030603,   70,    0
114682,20030604,   60,    0
114682,20030605,   22,    0
114682,20030606,   60,    0
114682,20030607,   36,    0
114682,20030608,   19,    0
114682,20030609,   19,    0
114682,20030610,   13,    0
114682,20030611,   50,    0
114682,20030612,   62,    0
114682,20030613,   60,    0
114682,20030614,   91,    0
114682,20030615,   88,    0
114682,20030616,   21,    0
114682,20030617,   34,    0
114682,20030618,   41,    0
114682,20030619,   24,    0
114682,20030620,   41,    0
114682,20030621,   24,    0
114682,20030622,   64,    0
114682,20030623,   53,    0
114682,20030624,   31,    0
114682,20030625,   29,    0
114682,20030626,   34,    0
114682,20030627,   31,    0
114682,20030628,   48,    0
114682,20030629,   43,    0
114682,20030630,   25,    0
114682,20030701,   83,    0
114682,20030702,   77,    0
114682,20030703,   96,    0
114682,20030704,   74,    0
114682,20030705,   80,    0
114682,20030706,   67,    0
114682,20030707,   57,    0
114682,20030708,   28,    0
114682,20030709,   70,    0
114682,20030710,   65,    0
114682,20030711,  101,    0
114682,20030712,   24,    0
114682,20030713,   22,    0
114682,20030714,   32,    0
114682,20030715,   29,    0
114682,20030716,   46,    0
114682,20030717,   55,    0
114682,20030718,   60,    0
114682,20030719,   22,    0
114682,20030720,   62,    0
114682,20030721,   31,    0
114682,20030722,    8,    0
114682,20030723,   10,    0
114682,20030724,   10,    0
114682,20030725,   31,    0
114682,20030726,   27,    0
114682,20030727,   12,    0
114682,20030728,   26,    0
114682,20030729,   29,    0
114682,20030730,   39,    0
114682,20030731,   26,    0
114682,20030801,   15,    0
114682,20030802,  115,    0
114682,20030803,   96,    0
114682,20030804,   58,    0
114682,20030805,   53,    0
114682,20030806,   52,    0
114682,20030807,   15,    0
114682,20030808,   46,    0
114682,20030809,   43,    0
114682,20030810,   51,    0
114682,20030811,   33,    0
114682,20030812,   24,    0
114682,20030813,   15,    0
114682,20030814,   58,    0
114682,20030815,   55,    0
114682,20030816,   27,    0
114682,20030817,   21,    0
114682,20030818,   40,    0
114682,20030819,   14,    0
114682,20030820,   31,    0
114682,20030821,   26,    0
114682,20030822,   46,    0
114682,20030823,   23,    0
114682,20030824,   33,    0
114682,20030825,   60,    0
114682,20030826,  103,    0
114682,20030827,   70,    0
114682,20030828,   36,    0
114682,20030829,  111,    0
114682,20030830,   41,    0
114682,20030831,   48,    0
114682,20030901,   93,    0
114682,20030902,   17,    0
114682,20030903,   50,    0
114682,20030904,   29,    0
114682,20030905,   40,    0
114682,20030906,   38,    0
114682,20030907,    3,    0
114682,20030908,   10,    0
114682,20030909,   22,    0
114682,20030910,   13,    0
114682,20030911,   15,    0
114682,20030912,   32,    0
114682,20030913,   79,    0
114682,20030914,   67,    0
114682,20030915,   55,    0
114682,20030916,   33,    0
114682,20030917,   80,    0
114682,20030918,   76,    0
114682,20030919,   52,    0
114682,20030920,   52,    0
114682,20030921,  190,    0
114682,20030922,  173,    0
114682,20030923,   33,    0
114682,20030924,   98,    0
114682,20030925,   51,    0
114682,20030926,   38,    0
114682,20030927,   86,    0
114682,20030928,   27,    0
114682,20030929,   96,    0
114682,20030930,   39,    0
114682,20031001,   39,    0
114682,20031002,   92,    0
114682,20031003,  200,    0
114682,20031004,  143,    0
114682,20031005,   22,    0
114682,20031006,   20,    0
114682,20031007,   53,    0
114682,20031008,  125,    0
114682,20031009,  111,    0
114682,20031010,  110,    0
114682,20031011,   48,    0
114682,20031012,   33,    0
114682,20031013,   39,    0
114682,20031014,   24,    0
114682,20031015,    3,    0
114682,20031016,   75,    0
114682,20031017,  105,    0
114682,20031018,   63,    0
114682,20031019,   31,    0
114682,20031020,   20,    0
114682,20031021,   33,    0
114682,20031022,   36,    0
114682,20031023,   21,    0
114682,20031024,   57,    0
114682,20031025,   31,    0
114682,20031026,   84,    0
114682,20031027,   74,    0
114682,20031028,   89,    0
114682,20031029,   92,    0
114682,20031030,  130,    0
114682,20031031,  117,    0
114682,20031101,  144,    0
114682,20031102,   10,    0
114682,20031103,   44,    0
114682,20031104,   70,    0
114682,20031105,   63,    0
114682,20031106,   57,    0
114682,20031107,   91,    0
114682,20031108,   50,    0
114682,20031109,   22,    0
114682,20031110,   64,    0
114682,20031111,   12,    0
114682,20031112,   38,    0
114682,20031113,   29,    0
114682,20031114,   12,    0
114682,20031115,   81,    0
114682,20031116,   50,    0
114682,20031117,   22,    0
114682,20031118,   89,    0
114682,20031119,   74,    0
114682,20031120,   55,    0
114682,20031121,   32,    0
114682,20031122,   29,    0
114682,20031123,   72,    0
114682,20031124,   81,    0
114682,20031125,   99,    0
114682,20031126,   51,    0
114682,20031127,   31,    0
114682,20031128,   40,    0
114682,20031129,   99,    0
114682,20031130,  111,    0
114682,20031201,   75,    0
114682,20031202,   70,    0
114682,20031203,   74,    0
114682,20031204,  106,    0
114682,20031205,   62,    0
114682,20031206,  120,    0
114682,20031207,   74,    0
